Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
15795,-1.4152025195175149,1.6061194918312938,-0.7670175269020002,-1.1066194106812755,-1.5103047544702501,-1.0820035952030682,-1.0119153216911974,-0.5255303601050969,-0.45594901617306416,-0.6213556404859518,1.3469154638699954,-1.9237380701425477,0.7085944379770165,-0.7384861391809945,0.7896730670157065,-1.1589142743238858,0.847007736161814,1.848219810800579,0.7008100190929322,0.6856162422128526,0.09024197899169716,-1.3144636599647854,1.2795241888363404,0.7443743691670887,-0.9445462708845901,0.5284922163978163,-0.2346862150977653,0.8015773533646297,404.65,0
860,0.5954011357104231,1.5624595068621143,1.4776818779376781,0.5728210055262651,-0.05758201654872128,1.6164654578500353,0.44881840577222526,0.8106288106660021,0.4159042702578549,2.113514302797945,1.1231501004816988,-1.2421720273924683,0.29150808849609516,0.654914044650244,-2.1112942002051245,0.24474468205352048,0.45291359112637125,-0.01504648858528787,0.1972267308541986,0.15424956318583552,0.533660806108274,-1.690054552077683,-0.3653035709041884,-2.749824872916261,0.6246736477958461,-0.6527770573112078,-1.1317457975662528,-0.8587750494072318,133.2,0
76820,-2.0791277229744964,-0.9923428398748506,-2.7610619661559896,-1.0633124788617043,0.1352465403512318,1.4460225500564732,-1.1822182300416884,-0.5654461319074233,-0.31316345299563064,1.4771459866634982,-0.3044259788048437,0.4315996411481527,0.9437138772259241,-0.9191023295097028,-0.5658956626855925,-0.1559030830304772,-1.1696431961339824,0.17979195529408185,2.040008692106075,-1.0203008539030132,2.8546831023388184,-0.35015991881974046,-2.2887923835466513,0.549344625812299,-1.164975474273437,-0.5522057386502511,-0.2993370592927352,0.04125040338349127,410.15,0
54886,-0.021474962374660032,0.3858843830843258,-0.4167026002343339,-0.7142461110535925,-0.7766828600991152,-0.9991196391604305,0.40106461494428414,-2.176950972293945,-2.920791044470754,0.7070404225412686,0.4388384367564401,0.2986775415244125,1.013192673947147,0.5634479087900779,1.5105867748075572,-1.442441997986841,-1.1886150819954584,0.04046299362322666,-0.5574156509570538,1.950816508694874,-1.44854271339584,-2.900785082299867,-0.16614939435006224,1.0873172760734866,1.6319295666003666,0.3117144104601303,0.4776326425809135,-1.0398878993663883,205.87,0
6265,-0.6170904082868751,1.0675993008124904,0.6195664721781072,-0.18348724299850708,-0.11513660349129748,-1.5831248194069063,0.8422482347597835,1.3332429887058133,-0.1907823369928556,-0.3754112381606442,0.8910649694624702,-1.0219816573476432,0.7579151781475839,-0.21676968105577046,0.3008418923161398,0.07936944454905073,2.102534046543602,-0.2212630917677055,-0.5208307593076016,1.2346419122167838,-2.7111091862912433,1.2444997498059318,-0.8501667309685249,0.5879916590523898,-0.043410373011896104,-1.028574749528731,-0.24268186762970578,-0.2898493470918515,87.72,0
82386,-1.2588420415521953,0.84832950037633,0.4107306632690933,-1.669800153096347,-0.9116764608018835,-1.1605771528562179,0.6049758455296759,-0.8281954756893285,-1.9646981444255416,-0.25692903231811687,-1.037752927939171,1.2863407146394097,-0.21742794577620195,-0.35615591045322315,-0.46664170514456416,2.1123666480421734,0.46462520567805127,-1.3457274776092742,1.013420721338381,0.2507778667291226,-1.0101424148375322,0.8886628197703732,-0.2142463775591721,-0.7892257239096072,2.0145938297676977,-0.5647326948841602,-0.476475023505905,-0.43208771421257447,230.63,0
37194,1.1888010076522058,0.08156303498436555,1.4617381335348938,0.046771430840846465,0.6371690707015035,-1.1453696399591178,-0.34493732573151764,-0.7189541788552649,-1.070692541590525,0.3634373230764103,-0.14452609556268733,-1.11306649104275,-0.8780465404656908,0.9118272037285169,0.9153203567733573,0.8057123528415266,1.2095423196112614,-1.1208129968827611,1.0379522316261776,0.28566514310508834,-0.030125983976861937,0.6898322710184597,-0.22735277349879845,1.5463425139400475,1.703359361304472,-0.4946859343001644,-1.9834692532303435,-0.09458864795286913,281.61,0
87498,-0.04130843058077276,1.3065574617643476,0.16105147859658853,-0.10715288103553652,-1.3382066555043792,0.8017605643549766,0.2749335660178916,-0.7145370609780494,-1.4028677927455118,2.2091302332171128,-1.3057499772415522,-0.2085473706575893,-0.6634129242612378,-1.3321649821952053,0.5951040767533522,-1.161801899886193,1.4922548531754147,-0.01428106081285749,1.0696084937016175,-0.10881519307257756,0.6654898133535854,1.112866277661617,-0.8612810888073529,1.814604722582225,0.4213030145191309,-0.441965463321697,-0.88880555615616,2.3073042649236517,381.7,0
44131,0.1739663291695697,-0.9045146889894328,0.37427818048114503,1.1842091459616908,1.0623336624200594,1.5491703157794035,0.2844919354094952,0.05960098897463615,1.1325554570832053,0.28887715913926304,1.1384164263603764,-0.34092888543515604,1.410587721028153,-0.4886838463482125,0.5546148354529468,-0.0184139138487231,-0.9281705524190459,0.3410919266899494,-0.012671946014730082,0.594398643021074,0.09646602463233934,-0.2754853216997949,-1.367205342815929,0.6655747369683745,0.38168374127538207,0.057286435144017434,-0.7413220771150318,1.2820695157249407,174.95,0
60263,0.9078719472424277,-0.30309294439469225,-1.8385068318025504,-0.819865545033752,-0.07330515708955748,0.7901262126188239,0.6659896554551524,-0.2742424572062906,1.4463551049438221,0.5088255764679253,0.8227606208291642,-0.3370648256795763,-1.2754986170599547,2.929520224648071,-0.20135917209876447,0.3734586135477813,1.742758933994926,1.2614264627281928,0.20765721747637797,-0.04435454409257157,-0.15219150218763836,0.22126227434750842,0.012407841005039368,1.854802265656627,-0.6450071364645936,-0.8904947899409765,0.8382125290267703,-0.11284488604825599,73.39,0
16023,-0.008790556303355637,-0.877642419759575,-0.9882688581768089,-1.2991955183123356,-0.4480338594337108,-0.23619221661645742,-0.12376694820658632,0.9880711128581385,0.3415639317508093,-2.5489810665471353,-0.2809489161478447,-0.1953307078639792,0.4908234041459546,1.8504185141545253,0.9599450497226414,0.4924271223078624,-1.077818365150872,-0.2097224725953284,-1.3473543376008232,0.3079015711101162,1.5366684155243187,-0.37118585265837206,-0.7679028030865029,2.119924447507279,1.3220256685712355,0.6255242662618888,-0.3879626700462189,-0.20637693500690923,47.18,0
41090,0.4514111986474981,0.7824934947006217,-1.7827047434480237,-0.37405964959128485,-1.0046970996542737,0.34249846691041386,0.9311388002352341,1.6451139925104044,-0.23006870197219423,0.2575789272967097,-0.39691329915438867,-0.2251985048704186,0.4923591249759909,-1.8144149530492826,-0.6439016454725994,-1.6362501493275248,0.7292004463288748,1.5286713849534401,-0.16086875733179734,0.4379985914318535,-0.7908825990890151,1.1091282838962613,1.743767676241614,-0.6415977173902092,-0.3813835072230362,-0.2717544564422458,0.5071256272618256,-0.7053743624408226,56.22,0
67221,0.8158516204890898,-0.5826368742994515,0.5726081079140996,-1.098091293436016,1.0306577959874648,-0.8697780328050354,1.434605399296058,-0.6791994784323673,0.02833877948359525,-1.3938614667556113,-0.148956560834947,-0.237514167789116,1.4680571331629568,-0.5075567276203603,-0.6911840706855457,-0.11732621471262757,-0.11598020849064865,-1.2045077112762332,0.2767964393450264,2.4303034135313,1.662518064316624,-2.551661017355576,0.2463571061262324,-0.91096085489819,-1.688400582335439,0.4038264189739207,-0.7770989372371854,-1.0374850430507052,475.01,0
64820,0.5667559269188263,-0.17124917543708565,0.34869045175724583,0.039154591813124515,-0.6518621340339592,1.0972080455642323,-0.3178674467050002,-0.9380074240317505,1.1318548350160942,-0.4869949172416082,-0.8972573350758664,-0.18192715755537942,0.4895591411871198,0.06281534035563342,1.8742796536382518,0.2610202224313666,0.7234916739393975,0.2101539986006649,0.2773365168699684,-0.9101834013152008,0.6205340896290912,1.1088441105151678,-0.7336331953725639,0.743187581562064,1.1539226329431986,-1.2279626234965035,-2.064404175715822,-0.14886507922608713,475.88,0
769,0.28598016618828376,0.6176703682657487,0.31353796728351535,-1.859934861826606,-1.167248559494483,0.4320289399825326,0.04643972794196043,-0.5219013746871703,-1.9834282933127063,0.04688592173985732,-0.17403757636148628,1.08535712431188,-0.4232237327668238,-1.4112069157837885,-0.4999163545028187,-0.18655097100588122,-0.2107078477391596,-0.2672132693699203,-0.7577399157445576,0.15997449025200933,1.4996091879804756,-1.8209685057697313,-0.4740545980340651,-3.1408937914990016,0.5457578527826018,-2.8580055598514438,0.9833420734374603,1.332781196944706,484.38,0
59735,1.7831128353750567,0.698249913777816,-0.8814336084580743,-0.6053454033772814,1.051463319008119,0.773197782016463,-0.9048147838117124,0.4390582913203032,-1.0751018904781537,-0.30210170892740745,-1.0377307779842366,-0.23241361211709552,-0.40747558737790107,2.0180310268242314,-2.03184459638136,-1.9290015076434397,0.5490226345384278,-1.3125350107252374,-1.0993444127863297,1.2274452091146126,-0.9429193821657479,-0.20607600766367729,-0.15148362719584685,-0.22152795969100708,-0.5149373813124948,0.9430363392998878,-0.7707409259384977,-3.158857410746657,151.24,0
62955,1.241970598009856,-0.9071263462552507,-0.9729497793166654,-0.9283716698222197,-0.9043058134946586,-0.7275357018597756,0.34025732382426793,-0.11636096876258156,1.0040424027919623,-0.6359599207000249,0.898331116178841,0.6919460278442265,-0.005780617468940683,0.029581222694343726,1.0624952635468503,-0.1516513506796982,1.3619008006496283,-1.6930865775325799,1.0441917524373119,0.8266766012202299,-0.35219706338437057,-1.0495820982323867,0.09796204968423802,-0.6590642017393049,0.26494959390926565,0.2087591133672905,0.9330339293907385,1.0215427085567492,95.81,0
64925,-0.08576316923283368,1.0566552837727923,0.20944693229641737,0.5677570770860688,-0.09448231414448716,-0.1685971868686465,0.34663772778079427,-0.5004115102095141,1.2122709780979333,-0.6270469063322778,1.1369357065545949,0.14872259075403832,1.1326692533300433,-0.1859216461190299,1.361302191190988,0.7841441732480867,1.1196516753018575,-0.4346760545813742,0.8873515337711706,0.6774457870721661,-1.4612500256505339,-0.13612383018075078,0.6163914238616554,-0.18912024875320826,0.032716033451925815,0.5465854498621195,-0.2180617585463517,1.1475616306490943,490.46,0
67969,-0.9096929501484529,0.4556896686672513,-0.6693860527711348,-0.8105647096253652,0.8188037757372632,0.725073139981203,0.05798638503370229,-1.297010496766463,0.5897213000133583,-0.2110482651582559,0.9451929880127986,0.36623048762499855,0.8065198587492997,0.38106523970235157,-0.23575030304825115,-0.5719804747663928,-0.06190446743534821,-0.3598022147317826,-0.2322700687387603,3.011320603545262,0.30019523877250437,-0.5527936381030649,1.1449388664952669,-1.2272390407044889,1.4782209111534883,1.317586111267837,1.3800098435881811,-2.1334781199218873,494.13,0
5311,0.6386236498376441,-1.0817028395804014,-1.0204045638322368,-1.736095758598499,0.15795760278095394,1.4435128995236148,0.1333996543012695,-2.208888842800432,-1.0449715658517955,-0.2547084184715979,-1.194199839486084,0.7779112354126222,-1.0857113008902601,0.3651303123239606,-2.094400023706706,-0.4699374056132233,-0.9535711835379523,-0.8881512949211118,1.0324682831334389,1.0879084936474215,0.3209324851629386,-0.3847567197594384,-0.07102801265899031,-0.1526290758291013,-1.0069592764625137,-0.9395881542860609,3.183286992158234,0.036997172999523535,39.18,0
83104,0.21586064818900524,-1.3277158957566129,-0.5083893712580683,-0.2018200969345484,1.7308515458699736,-0.6080997594485849,1.9218263890741871,-1.0047175552014327,0.9895489810734375,0.020272567986716502,-0.20845077826930306,-1.1402719901983338,0.27866282530485326,-0.854354507062562,-0.05521790967287086,1.3978144789055236,-0.29755294446159586,0.7616393736388155,0.9394783196805842,-0.6247672093089672,2.0085057342887778,0.5473126738667212,0.4552235428558975,0.6059228057840813,1.4900037103049435,-1.8086444634639394,0.44336485902615563,-0.4363385951566897,376.26,0
53707,1.7089956631888337,-0.015819710262067736,-0.6607420360353083,0.31988614027450907,-0.8349503682876777,0.7804519071708196,-2.8867228040634765,1.2644158618518795,1.3614326912788515,-0.05447831784365783,0.5847290911425383,0.6273999269690751,0.8252634339756902,1.3152847450887883,2.0723011214267526,-0.199830556142087,0.4441705088041939,-0.4056916336563577,-1.6783896940860958,-0.7395688800794822,0.08081318460761375,0.2247659271403471,0.42643805145590913,1.7257438668278224,1.3301445053825853,0.9781563646485314,-1.3651416855098641,-0.16667523343363894,144.33,0
